IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus,
33431393,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 N,,,,,,,,,38.310955481,-85.574672475,34.243,6/25/2024 12:00:00 AM,0800,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/26/2024 6:54:40 AM,False,7316,Accepted,
33430979,0250000,CLARK COUNTY SHERIFF DEPT.,Accepted,CLARK,I 0064,,I64 W,,,,,,,,,38.036235302,-84.077009416,101.826,6/25/2024 12:00:00 AM,0948,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/26/2024 3:32:01 AM,False,626,Accepted,
33425916,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,US0068,,HARRODSBURG,RD,,,,,WELLINGTON,US0068,US68 CROSSOVER,38.004990450,-84.567104582,1.994,6/24/2024 12:00:00 AM,1442,4,4,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/25/2024 1:47:56 AM,False,54250,Accepted,
33424176,0180000,CALLOWAY COUNTY SHERIFF DEPT.,Accepted,CALLOWAY,KY0121,,KY121,,N,,,,,,,36.622808728,-88.334506557,15.104,6/24/2024 12:00:00 AM,1207,3,3,0,1,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/24/2024 4:12:27 PM,False,23,Accepted,
33429942,0150100,SHEPHERDSVILLE POLICE DEPT.,Accepted,BULLITT,KY0480,,CEDAR GROVE,RD,,KY6318,BUFFALO RUN,,,,,37.978628608,-85.693328907,1.166,6/24/2024 12:00:00 AM,1427,2,2,0,0,CLEAR,DRY,False,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/25/2024 8:24:31 PM,False,048,Accepted,
33429757,0700000,LIVINGSTON COUNTY SHERIFF DEPT,Accepted,LIVINGSTON,I 0024,,I24 WB,,,,,,,,,37.027642009,-88.284239186,29.489,6/24/2024 12:00:00 AM,1120,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,6/25/2024 7:08:13 PM,False,16,Accepted,
33427757,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US HWY 41 N,,,,,,,,,37.832617624,-87.565425713,0.183,6/24/2024 12:00:00 AM,1205,1,1,0,0,CLEAR,DRY,False,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,SINGLE VEHICLE,CURVE & HILLCREST,DAYLIGHT,KY0351,US0041,6/25/2024 11:00:07 AM,False,82,Accepted,
33419922,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,KY0418,5360,ATHENS BOONESBORO,RD,,,,,,,,37.964179489,-84.391519014,2.370,6/23/2024 12:00:00 AM,1500,2,2,0,1,CLOUDY,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & GRADE,DAYLIGHT,,,6/23/2024 7:31:25 PM,False,62974,Accepted,
33433119,0790000,MARSHALL COUNTY SHERIFF DEPT.,Accepted,MARSHALL,I 0024,,I24 E,,,,,,,,,37.014730974,-88.306763136,27.898,6/23/2024 12:00:00 AM,0944,3,3,0,0,RAINING,WET,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/26/2024 2:22:04 PM,False,19,Accepted,
33421772,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 E,,,,,,,,,38.274918876,-85.815405671,0.648,6/22/2024 12:00:00 AM,1306,1,1,0,0,CLEAR,DRY,False,COLLISION WITH NON-FIXED OBJECT ,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,6/24/2024 7:52:17 AM,False,5282,Accepted,
33425027,KSP0100,KY STATE POLICE POST 01,Accepted,LIVINGSTON,I 0024,,I24 W,,,,,,,,,37.059814584,-88.219114394,33.812,6/22/2024 12:00:00 AM,1549,2,2,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/24/2024 8:41:49 PM,False,440,Accepted,
33424842,1060900,SIMPSONVILLE POLICE DEPARTMENT,Accepted,SHELBY,I 0064,,I64 WB,,,,,,,,,38.207675303,-85.346622580,27.593,6/21/2024 12:00:00 AM,1544,3,3,0,4,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/24/2024 7:10:17 PM,False,1125,Accepted,
33412772,0080000,BOONE COUNTY SHERIFF DEPT.,Accepted,BOONE,KY0236,1100,DONALDSON,HWY,,,,,,,,39.036120216,-84.630073757,0.763,6/21/2024 12:00:00 AM,0724,2,2,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/21/2024 10:02:48 AM,False,3528,Accepted,
33420201,0540100,MADISONVILLE POLICE DEPT.,Accepted,HOPKINS,I 0069,106,I69 S,,,,,,,,,37.227715206,-87.444924134,107.139,6/21/2024 12:00:00 AM,1821,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,6/23/2024 9:17:03 PM,False,26,Accepted,
33421367,0540000,HOPKINS COUNTY SHERIFF DEPT.,Accepted,HOPKINS,I 0069,,I69 S,,,,,I 0069,I69 S EXIT106 OFF RAMP,I 0069,I69 TURN AROUND108,37.242368192,-87.448222124,108.180,6/21/2024 12:00:00 AM,1700,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,,,6/24/2024 6:00:57 AM,False,314,Accepted,
33416164,0150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 N,,,,,,,,,37.884644029,-85.699367089,108.856,6/21/2024 12:00:00 AM,1401,4,4,0,0,CLOUDY,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/22/2024 7:58:58 AM,False,1232,Accepted,
33416574,0590300,ERLANGER POLICE DEPARTMENT,Accepted,KENTON,I 0275,,I275 W,,,,,,,,,39.049009491,-84.619329812,1.477,6/21/2024 12:00:00 AM,0750,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/22/2024 2:27:26 PM,False,165,Accepted,
33412262,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1065,,OUTER,LOOP,,KY0061,PRESTON,,,,,38.138452950,-85.685735660,6.108,6/21/2024 12:00:00 AM,0405,2,2,0,0,CLEAR,DRY,True,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,6/21/2024 8:22:48 AM,False,6807,Accepted,
33411262,0560400,SHIVELY POLICE DEPARTMENT,Accepted,JEFFERSON,I 0264,,I264 W,,,,,,,,,38.196741456,-85.828397175,6.048,6/20/2024 12:00:00 AM,2105,7,7,0,3,CLEAR,DRY,True,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DUSK,,,6/21/2024 2:01:42 AM,False,7128,Accepted,
33412231,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 W,,,,,,,,,38.218113234,-85.416616045,23.746,6/20/2024 12:00:00 AM,0739,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/21/2024 8:20:20 AM,False,7316,Accepted,
33409642,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,US0027,,NICHOLASVILLE,RD,,,,,ARCADIA,,CHEROKEE,38.020272455,-84.513549813,4.189,6/20/2024 12:00:00 AM,1240,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/20/2024 4:52:26 PM,False,56412,Accepted,
33414188,0250000,CLARK COUNTY SHERIFF DEPT.,Accepted,CLARK,I 0064,,I64 W,,,,,,,,,38.040843824,-84.072683974,102.225,6/20/2024 12:00:00 AM,1017,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/21/2024 4:03:58 PM,False,608,Accepted,
33414234,0080000,BOONE COUNTY SHERIFF DEPT.,Accepted,BOONE,I 0275,,I275 W,,,I 0275,I275 W EXIT4B OFF RAMP TO KY212,,,,,39.070705258,-84.654763999,3.984,6/20/2024 12:00:00 AM,1742,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/21/2024 4:09:53 PM,False,3713,Accepted,
33412232,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 W,,,,,,,,,38.218113234,-85.416616045,23.746,6/20/2024 12:00:00 AM,0739,3,3,0,1,CLEAR,DRY,True,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/21/2024 8:20:24 AM,True,7316,Accepted,
33407063,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,PARK,BLVD,,,,,,,,38.192210809,-85.752484318,0.086,6/19/2024 12:00:00 AM,0749,2,2,0,0,CLOUDY,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,6/20/2024 6:46:48 AM,False,5180,Accepted,
33408489,0370200,KY STATE POLICE CVE,Accepted,LAUREL,US0025E,,CUMBERLAND GAP,PKWY,W,,,,,,,36.973699787,-84.098605158,1.247,6/19/2024 12:00:00 AM,1312,2,2,0,0,CLOUDY,DRY,True,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,,,6/20/2024 12:39:25 PM,False,C-335,Accepted,
33408066,1140000,WARREN COUNTY SHERIFF DEPT.,Accepted,WARREN,KY0242,,RICHPOND,RD,,,,,,,,36.895214502,-86.511277497,3.928,6/19/2024 12:00:00 AM,1110,2,2,0,0,CLEAR,DRY,False,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,6/20/2024 10:07:28 AM,False,456,Accepted,
33410645,0150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,111,I65 N,,,,,I 0065,I65 N EXIT112 OFF RAMP TO KY245,I 0065,I65 TURN AROUND109,37.907271459,-85.691131067,110.540,6/19/2024 12:00:00 AM,1920,3,3,0,1,CLOUDY,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,6/20/2024 10:04:43 PM,False,1229,Accepted,
33431439,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0264,,I264 WB,,,,,I 0264,I264 WB EXIT8A OFF RAMP TO US31W NB,I 0264,I264 WB EXIT9 ON RAMP FROM KY1865,38.186665899,-85.796617530,8.479,6/19/2024 12:00:00 AM,2045,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DUSK,,,6/26/2024 6:59:17 AM,False,5470,Accepted,
